item_id,movie_title,url,title,imdb_id
37,Nadja (1994),https://www.imdb.com/title/tt0447579/?ref_=fn_all_ttl_2,Nadja Applefields,tt0447579
38,"Net, The (1995)",https://www.imdb.com/title/tt11900404/?ref_=fn_all_ttl_3,Gefangen im Netz,tt11900404
39,Strange Days (1995),https://www.imdb.com/title/tt0337539/?ref_=fn_all_ttl_2,Strange Days at Blake Holsey High,tt0337539
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",https://www.imdb.com/title/tt0114682/?ref_=fn_all_ttl_1,"To Wong Foo, Thanks for Everything! Julie Newmar",tt0114682
41,Billy Madison (1995),https://www.imdb.com/title/tt31975768/?ref_=fn_all_ttl_2,The 100th: Billy Joel at Madison Square Garden - The Greatest Arena Run of All Time,tt31975768
42,Clerks (1994),https://www.imdb.com/title/tt0109445/?ref_=fn_all_ttl_1,Clerks - Die Ladenhüter,tt0109445
43,Disclosure (1994),https://www.imdb.com/title/tt8637504/?ref_=fn_all_ttl_2,Disclosure: Hollywoods Bild von Transgender,tt8637504
44,Dolores Claiborne (1994),https://www.imdb.com/title/tt0109642/?ref_=fn_all_ttl_1,Dolores,tt0109642
45,Eat Drink Man Woman (1994),https://www.imdb.com/title/tt0111797/?ref_=fn_all_ttl_4,Eat Drink Man Woman,tt0111797
46,Exotica (1994),https://www.imdb.com/title/tt4517578/?ref_=fn_all_ttl_3,"Exotica, Erotica, Etc.",tt4517578
47,Ed Wood (1994),https://www.imdb.com/title/tt0109707/?ref_=fn_all_ttl_1,Ed Wood,tt0109707
48,Hoop Dreams (1994),https://www.imdb.com/title/tt0322594/?ref_=fn_all_ttl_4,Hoop Dreams Reunion,tt0322594
49,I.Q. (1994),https://www.imdb.com/title/tt27303338/?ref_=fn_all_ttl_2,IQ 160,tt27303338
50,Star Wars (1977),https://www.imdb.com/title/tt0076759/?ref_=fn_all_ttl_1,Star Wars: Episode IV - Eine neue Hoffnung,tt0076759
51,Legends of the Fall (1994),https://www.imdb.com/title/tt10601376/?ref_=fn_all_ttl_5,Legends of the Fall Issue,tt10601376
52,"Madness of King George, The (1994)",https://www.imdb.com/title/tt7967302/?ref_=fn_all_ttl_3,Der König der Könige,tt7967302
53,Natural Born Killers (1994),https://www.imdb.com/title/tt0110632/?ref_=fn_all_ttl_1,Natural Born Killers,tt0110632
54,Outbreak (1995),https://www.imdb.com/title/tt9151230/?ref_=fn_all_ttl_3,Vongozero - Flucht zum See,tt9151230
55,"Professional, The (1994)",https://www.imdb.com/title/tt0110413/?ref_=fn_all_ttl_1,Léon: Der Profi,tt0110413
56,Pulp Fiction (1994),https://www.imdb.com/title/tt0110912/?ref_=fn_all_ttl_1,Pulp Fiction,tt0110912
57,Priest (1994),https://www.imdb.com/title/tt9674954/?ref_=fn_all_ttl_3,The Fiery Priest,tt9674954
58,Quiz Show (1994),https://www.imdb.com/title/tt0110932/?ref_=fn_all_ttl_1,Quiz Show,tt0110932
59,Three Colors: Red (1994),https://www.imdb.com/title/tt0111495/?ref_=fn_all_ttl_1,Drei Farben - Rot,tt0111495
60,Three Colors: Blue (1993),https://www.imdb.com/title/tt0111495/?ref_=fn_all_ttl_2,Drei Farben - Rot,tt0111495
61,Three Colors: White (1994),https://www.imdb.com/title/tt0111495/?ref_=fn_all_ttl_4,Drei Farben - Rot,tt0111495
62,Stargate (1994),https://www.imdb.com/title/tt0118480/?ref_=fn_all_ttl_2,Stargate: Kommando SG-1,tt0118480
63,"Santa Clause, The (1994)",https://www.imdb.com/title/tt2134075/?ref_=fn_all_ttl_4,Inside Story: The Santa Clause,tt2134075
64,"Shawshank Redemption, The (1994)",https://www.imdb.com/title/tt5443390/?ref_=fn_all_ttl_2,The Shawshank Redemption: Cast Interviews,tt5443390
65,What's Eating Gilbert Grape (1993),https://www.imdb.com/title/tt0108550/?ref_=fn_all_ttl_1,Gilbert Grape - Irgendwo in Iowa,tt0108550
66,While You Were Sleeping (1995),https://www.imdb.com/title/tt0114924/?ref_=fn_all_ttl_1,Während du schliefst,tt0114924
67,Ace Ventura: Pet Detective (1994),https://www.imdb.com/title/tt0109040/?ref_=fn_all_ttl_1,Ace Ventura - Ein tierischer Detektiv,tt0109040
68,"Crow, The (1994)",https://www.imdb.com/title/tt0109506/?ref_=fn_all_ttl_2,The Crow - Die Krähe,tt0109506
69,Forrest Gump (1994),https://www.imdb.com/title/tt0109830/?ref_=fn_all_ttl_1,Forrest Gump,tt0109830
70,Four Weddings and a Funeral (1994),https://www.imdb.com/title/tt3898526/?ref_=fn_all_ttl_3,Four Weddings and a Funeral: Production Featurette,tt3898526
71,"Lion King, The (1994)",https://www.imdb.com/title/tt0110357/?ref_=fn_all_ttl_2,Der König der Löwen,tt0110357
72,"Mask, The (1994)",https://www.imdb.com/title/tt0110475/?ref_=fn_all_ttl_1,Die Maske,tt0110475
73,Maverick (1994),https://www.imdb.com/title/tt1745960/?ref_=fn_all_ttl_1,Top Gun: Maverick,tt1745960
76,Carlito's Way (1993),https://www.imdb.com/title/tt0106519/?ref_=fn_all_ttl_1,Carlito's Way,tt0106519
77,"Firm, The (1993)",https://www.imdb.com/title/tt0220915/?ref_=fn_all_ttl_5,The Long Firm,tt0220915
78,Free Willy (1993),https://www.imdb.com/title/tt0106965/?ref_=fn_all_ttl_1,Free Willy - Ruf der Freiheit,tt0106965
79,"Fugitive, The (1993)",https://www.imdb.com/title/tt0056757/?ref_=fn_all_ttl_2,Auf der Flucht,tt0056757
80,Hot Shots! Part Deux (1993),https://www.imdb.com/title/tt0864969/?ref_=fn_all_ttl_2,Hearts of Hot Shots Part Deux: A Filmmaker's Apology,tt0864969
81,"Hudsucker Proxy, The (1994)",https://www.imdb.com/title/tt0110074/?ref_=fn_all_ttl_1,Hudsucker - Der große Sprung,tt0110074
82,Jurassic Park (1993),https://www.imdb.com/title/tt0107290/?ref_=fn_all_ttl_1,Jurassic Park,tt0107290
83,Much Ado About Nothing (1993),https://www.imdb.com/title/tt5569310/?ref_=fn_all_ttl_3,Much Ado About Nothing,tt5569310
84,Robert A. Heinlein's The Puppet Masters (1994),https://www.imdb.com/title/tt13847930/?ref_=fn_all_ttl_3,"Puppet Masters, Authoring the Force, Capturing a Kingdom",tt13847930
85,"Ref, The (1994)",https://www.imdb.com/title/tt14538238/?ref_=fn_all_ttl_5,The Ref,tt14538238
86,"Remains of the Day, The (1993)",https://www.imdb.com/title/tt0107943/?ref_=fn_all_ttl_1,Was vom Tage übrig blieb,tt0107943
87,Searching for Bobby Fischer (1993),https://www.imdb.com/title/tt0108065/?ref_=fn_all_ttl_1,Das Königsspiel,tt0108065
88,Sleepless in Seattle (1993),https://www.imdb.com/title/tt0108160/?ref_=fn_all_ttl_1,Schlaflos in Seattle,tt0108160
89,Blade Runner (1982),https://www.imdb.com/title/tt0083658/?ref_=fn_all_ttl_1,Der Blade Runner,tt0083658
90,So I Married an Axe Murderer (1993),https://www.imdb.com/title/tt13299788/?ref_=fn_all_ttl_5,So I Married an Axe Murderer,tt13299788
91,"Nightmare Before Christmas, The (1993)",https://www.imdb.com/title/tt10027488/?ref_=fn_all_ttl_3,The Nightmare Before Christmas in Concert at the Hollywood Bowl,tt10027488
92,True Romance (1993),https://www.imdb.com/title/tt5491430/?ref_=fn_all_ttl_5,The Making of 'True Romance',tt5491430
93,Welcome to the Dollhouse (1995),https://www.imdb.com/title/tt0114906/?ref_=fn_all_ttl_1,Willkommen im Tollhaus,tt0114906
94,Home Alone (1990),https://www.imdb.com/title/tt0099785/?ref_=fn_all_ttl_1,Kevin - Allein zu Haus,tt0099785
95,Aladdin (1992),https://www.imdb.com/title/tt0103639/?ref_=fn_all_ttl_2,Aladdin,tt0103639
96,Terminator 2: Judgment Day (1991),https://www.imdb.com/title/tt0103064/?ref_=fn_all_ttl_1,Terminator 2: Tag der Abrechnung,tt0103064
97,Dances with Wolves (1990),https://www.imdb.com/title/tt2093148/?ref_=fn_all_ttl_5,Inside Story: Dances with Wolves,tt2093148
98,"Silence of the Lambs, The (1991)",https://www.imdb.com/title/tt0102926/?ref_=fn_all_ttl_1,Das Schweigen der Lämmer,tt0102926
99,Snow White and the Seven Dwarfs (1937),https://www.imdb.com/title/tt5294700/?ref_=fn_all_ttl_4,Behind the Magic: Snow White and the Seven Dwarfs,tt5294700
100,Fargo (1996),https://www.imdb.com/title/tt2802850/?ref_=fn_all_ttl_1,Fargo,tt2802850
101,Heavy Metal (1981),https://www.imdb.com/title/tt0082509/?ref_=fn_all_ttl_1,Heavy Metal,tt0082509
102,"Aristocats, The (1970)",https://www.imdb.com/title/tt0204082/?ref_=fn_all_ttl_3,Aristocrats,tt0204082
103,All Dogs Go to Heaven 2 (1996),https://www.imdb.com/title/tt0096787/?ref_=fn_all_ttl_2,Charlie - Alle Hunde kommen in den Himmel,tt0096787
105,Sgt. Bilko (1996),https://www.imdb.com/title/tt0047763/?ref_=fn_all_ttl_2,The Phil Silvers Show,tt0047763
106,Diabolique (1996),https://www.imdb.com/title/tt0046911/?ref_=fn_all_ttl_1,Die Teuflischen,tt0046911
107,Moll Flanders (1996),https://www.imdb.com/title/tt0220646/?ref_=fn_all_ttl_4,Moll Flanders,tt0220646
108,Kids in the Hall: Brain Candy (1996),https://www.imdb.com/title/tt21286354/?ref_=fn_all_ttl_2,Kids in the Hall: Brain Candy,tt21286354
109,Mystery Science Theater 3000: The Movie (1996),https://www.imdb.com/title/tt0094517/?ref_=fn_all_ttl_3,Mystery Science Theater 3000,tt0094517
110,Operation Dumbo Drop (1995),https://www.imdb.com/title/tt0114048/?ref_=fn_all_ttl_1,Operation Dumbo,tt0114048
111,"Truth About Cats & Dogs, The (1996)",https://www.imdb.com/title/tt5115388/?ref_=fn_all_ttl_2,Cat Watch 2014: The New Horizon Experiment,tt5115388
112,Flipper (1996),https://www.imdb.com/title/tt0057748/?ref_=fn_all_ttl_1,Flipper,tt0057748
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",https://www.imdb.com/title/tt0113362/?ref_=fn_all_ttl_1,Der Husar auf dem Dach,tt0113362
114,Wallace & Gromit: The Best of Aardman Animation (1996),https://www.imdb.com/title/tt0108598/?ref_=fn_all_ttl_4,Wallace & Gromit: Die Techno-Hose,tt0108598
115,"Haunted World of Edward D. Wood Jr., The (1995)",https://www.imdb.com/title/tt0113270/?ref_=fn_all_ttl_1,Die seltsame Welt des Ed Wood,tt0113270
116,Cold Comfort Farm (1995),https://www.imdb.com/title/tt0112701/?ref_=fn_all_ttl_1,Cold Comfort Farm,tt0112701
117,"Rock, The (1996)",https://www.imdb.com/title/tt17158756/?ref_=fn_all_ttl_5,Bocchi the Rock!,tt17158756
118,Twister (1996),https://www.imdb.com/title/tt35882698/?ref_=fn_all_ttl_2,Twister: Im Sturm gefangen,tt35882698
120,Striptease (1996),https://www.imdb.com/title/tt0442846/?ref_=fn_all_ttl_5,Striptease: The Greatest Exotic Dancers of All Time,tt0442846
121,Independence Day (ID4) (1996),https://www.imdb.com/title/tt0116629/?ref_=fn_all_ttl_2,Independence Day,tt0116629
122,"Cable Guy, The (1996)",https://www.imdb.com/title/tt11464488/?ref_=fn_all_ttl_5,Larry the Cable Guy: Remain Seated,tt11464488
123,"Frighteners, The (1996)",https://www.imdb.com/title/tt0474794/?ref_=fn_all_ttl_3,The Making of 'The Frighteners',tt0474794
124,Lone Star (1996),https://www.imdb.com/title/tt5796728/?ref_=fn_all_ttl_5,Lone Star Law,tt5796728
125,Phenomenon (1996),https://www.imdb.com/title/tt22806134/?ref_=fn_all_ttl_4,The Phenomenon,tt22806134
126,"Spitfire Grill, The (1996)",https://www.imdb.com/title/tt0117718/?ref_=fn_all_ttl_1,Die Geschichte vom Spitfire Grill,tt0117718
127,"Godfather, The (1972)",https://www.imdb.com/title/tt0809488/?ref_=fn_all_ttl_4,Der Pate - Die Saga,tt0809488
128,Supercop (1992),https://www.imdb.com/title/tt0069646/?ref_=fn_all_ttl_4,Toma,tt0069646
129,Bound (1996),https://www.imdb.com/title/tt13279792/?ref_=fn_all_ttl_5,Bound,tt13279792
130,Kansas City (1996),https://www.imdb.com/title/tt16218992/?ref_=fn_all_ttl_5,Real PD: Kansas City,tt16218992
131,Breakfast at Tiffany's (1961),https://www.imdb.com/title/tt0054698/?ref_=fn_all_ttl_1,Frühstück bei Tiffany,tt0054698
132,"Wizard of Oz, The (1939)",https://www.imdb.com/title/tt0032138/?ref_=fn_all_ttl_1,Das zauberhafte Land,tt0032138
133,Gone with the Wind (1939),https://www.imdb.com/title/tt0385073/?ref_=fn_all_ttl_2,"Der Film, der zur Legende wurde: Vom Winde verweht",tt0385073
134,Citizen Kane (1941),https://www.imdb.com/title/tt0033467/?ref_=fn_all_ttl_1,Citizen Kane,tt0033467
135,2001: A Space Odyssey (1968),https://www.imdb.com/title/tt0062622/?ref_=fn_all_ttl_1,2001 - Odyssee im Weltraum,tt0062622
136,Mr. Smith Goes to Washington (1939),https://www.imdb.com/title/tt0031679/?ref_=fn_all_ttl_1,Mr. Smith geht nach Washington,tt0031679
137,Big Night (1996),https://www.imdb.com/title/tt0115678/?ref_=fn_all_ttl_1,Big Night - Nacht der Genüsse,tt0115678
138,D3: The Mighty Ducks (1996),https://www.imdb.com/title/tt0104868/?ref_=fn_all_ttl_4,Mighty Ducks - Das Superteam,tt0104868
139,"Love Bug, The (1969)",https://www.imdb.com/title/tt0064603/?ref_=fn_all_ttl_1,Ein toller Käfer,tt0064603
140,Homeward Bound: The Incredible Journey (1993),https://www.imdb.com/title/tt0107131/?ref_=fn_all_ttl_1,Zurück nach Hause - Die unglaubliche Reise,tt0107131
141,"20,000 Leagues Under the Sea (1954)",https://www.imdb.com/title/tt0046672/?ref_=fn_all_ttl_1,20000 Meilen unter dem Meer,tt0046672
142,Bedknobs and Broomsticks (1971),https://www.imdb.com/title/tt2639360/?ref_=fn_all_ttl_3,Bedknobs and Broomsticks,tt2639360
143,"Sound of Music, The (1965)",https://www.imdb.com/title/tt4538402/?ref_=fn_all_ttl_4,The Untold Story of the Sound of Music,tt4538402
144,Die Hard (1988),https://www.imdb.com/title/tt0095016/?ref_=fn_all_ttl_1,Stirb langsam,tt0095016
145,"Lawnmower Man, The (1992)",https://www.imdb.com/title/tt5465142/?ref_=fn_all_ttl_4,The Lawnmower Man,tt5465142
146,Unhook the Stars (1996),https://www.imdb.com/title/tt0118044/?ref_=fn_all_ttl_1,Ein Licht in meinem Herzen,tt0118044
147,"Long Kiss Goodnight, The (1996)",https://www.imdb.com/title/tt0116908/?ref_=fn_all_ttl_1,Tödliche Weihnachten,tt0116908
148,"Ghost and the Darkness, The (1996)",https://www.imdb.com/title/tt7232952/?ref_=fn_all_ttl_3,The Ghost and the Darkness,tt7232952
149,Jude (1996),https://www.imdb.com/title/tt0066674/?ref_=fn_all_ttl_3,Jude the Obscure,tt0066674
150,Swingers (1996),https://www.imdb.com/title/tt0117802/?ref_=fn_all_ttl_1,Swingers,tt0117802
151,Willy Wonka and the Chocolate Factory (1971),https://www.imdb.com/title/tt0067992/?ref_=fn_all_ttl_1,Charlie und die Schokoladenfabrik,tt0067992
152,Sleeper (1973),https://www.imdb.com/title/tt0465353/?ref_=fn_all_ttl_2,Sleeper Cell,tt0465353
153,"Fish Called Wanda, A (1988)",https://www.imdb.com/title/tt0095159/?ref_=fn_all_ttl_1,Ein Fisch namens Wanda,tt0095159
154,Monty Python's Life of Brian (1979),https://www.imdb.com/title/tt0079470/?ref_=fn_all_ttl_1,Das Leben des Brian,tt0079470
155,Dirty Dancing (1987),https://www.imdb.com/title/tt0092890/?ref_=fn_all_ttl_1,Dirty Dancing,tt0092890
156,Reservoir Dogs (1992),https://www.imdb.com/title/tt0105236/?ref_=fn_all_ttl_1,Reservoir Dogs - Wilde Hunde,tt0105236
157,Platoon (1986),https://www.imdb.com/title/tt0091763/?ref_=fn_all_ttl_1,Platoon,tt0091763
158,Weekend at Bernie's (1989),https://www.imdb.com/title/tt0098627/?ref_=fn_all_ttl_1,Immer Ärger mit Bernie,tt0098627
159,Basic Instinct (1992),https://www.imdb.com/title/tt13555862/?ref_=fn_all_ttl_4,"Basic Instinct: Sex, Death & Stone",tt13555862
160,Glengarry Glen Ross (1992),https://www.imdb.com/title/tt32474300/?ref_=fn_all_ttl_3,Glengarry Glen Ross,tt32474300
161,Top Gun (1986),https://www.imdb.com/title/tt1745960/?ref_=fn_all_ttl_2,Top Gun: Maverick,tt1745960
162,On Golden Pond (1981),https://www.imdb.com/title/tt0082846/?ref_=fn_all_ttl_1,Am goldenen See,tt0082846
163,"Return of the Pink Panther, The (1974)",https://www.imdb.com/title/tt0072081/?ref_=fn_all_ttl_1,Der rosarote Panther kehrt zurück,tt0072081
164,"Abyss, The (1989)",https://www.imdb.com/title/tt0096754/?ref_=fn_all_ttl_1,Abyss - Abgrund des Todes,tt0096754
165,Jean de Florette (1986),https://www.imdb.com/title/tt0091288/?ref_=fn_all_ttl_1,Jean Florette,tt0091288
166,Manon of the Spring (Manon des sources) (1986),https://www.imdb.com/title/tt0091480/?ref_=fn_all_ttl_1,Manons Rache,tt0091480
167,Private Benjamin (1980),https://www.imdb.com/title/tt0081375/?ref_=fn_all_ttl_1,Schütze Benjamin,tt0081375
168,Monty Python and the Holy Grail (1974),https://www.imdb.com/title/tt0151625/?ref_=fn_all_ttl_5,Monty Python and the Quest for the Holy Grail,tt0151625
169,"Wrong Trousers, The (1993)",https://www.imdb.com/title/tt0108598/?ref_=fn_all_ttl_1,Wallace & Gromit: Die Techno-Hose,tt0108598
170,Cinema Paradiso (1988),https://www.imdb.com/title/tt1527819/?ref_=fn_all_ttl_4,Franco Cristaldi e il suo cinema Paradiso,tt1527819
171,Delicatessen (1991),https://www.imdb.com/title/tt0172310/?ref_=fn_all_ttl_3,A Delicatessen Story,tt0172310
172,"Empire Strikes Back, The (1980)",https://www.imdb.com/title/tt12516552/?ref_=fn_all_ttl_2,Star Wars: The Empire Strikes Back - The Original Radio Drama,tt12516552
173,"Princess Bride, The (1987)",https://www.imdb.com/title/tt0093779/?ref_=fn_all_ttl_1,Die Braut des Prinzen,tt0093779
174,Raiders of the Lost Ark (1981),https://www.imdb.com/title/tt0082971/?ref_=fn_all_ttl_1,Jäger des verlorenen Schatzes,tt0082971
175,Brazil (1985),https://www.imdb.com/title/tt2303077/?ref_=fn_all_ttl_4,Avenida Brasil,tt2303077
176,Aliens (1986),https://www.imdb.com/title/tt0090605/?ref_=fn_all_ttl_1,Aliens: Die Rückkehr,tt0090605
177,"Good, The Bad and The Ugly, The (1966)",https://www.imdb.com/title/tt5083572/?ref_=fn_all_ttl_2,"The Good, the Bad and the Ugly",tt5083572
178,12 Angry Men (1957),https://www.imdb.com/title/tt0050083/?ref_=fn_all_ttl_1,Die zwölf Geschworenen,tt0050083
179,"Clockwork Orange, A (1971)",https://www.imdb.com/title/tt0066921/?ref_=fn_all_ttl_1,Uhrwerk Orange,tt0066921
180,Apocalypse Now (1979),https://www.imdb.com/title/tt0078788/?ref_=fn_all_ttl_1,Apocalypse Now,tt0078788
181,Return of the Jedi (1983),https://www.imdb.com/title/tt8925010/?ref_=fn_all_ttl_4,Star Wars: Episode VI - Return of the Jedi: Deleted Scenes,tt8925010
182,GoodFellas (1990),https://www.imdb.com/title/tt0099685/?ref_=fn_all_ttl_1,GoodFellas - Drei Jahrzehnte in der Mafia,tt0099685
183,Alien (1979),https://www.imdb.com/title/tt0078748/?ref_=fn_all_ttl_1,Alien: Das unheimliche Wesen aus einer fremden Welt,tt0078748
184,Army of Darkness (1993),https://www.imdb.com/title/tt5865212/?ref_=fn_all_ttl_3,Army of Darkness: Defense,tt5865212
185,Psycho (1960),https://www.imdb.com/title/tt0054215/?ref_=fn_all_ttl_1,Psycho,tt0054215
186,"Blues Brothers, The (1980)",https://www.imdb.com/title/tt0080455/?ref_=fn_all_ttl_1,Blues Brothers,tt0080455
187,"Godfather: Part II, The (1974)",https://www.imdb.com/title/tt0071562/?ref_=fn_all_ttl_1,Der Pate 2,tt0071562
188,Full Metal Jacket (1987),https://www.imdb.com/title/tt0093058/?ref_=fn_all_ttl_1,Full Metal Jacket,tt0093058
189,"Grand Day Out, A (1992)",https://www.imdb.com/title/tt0104361/?ref_=fn_all_ttl_1,Wallace & Gromit - Alles Käse,tt0104361
190,Henry V (1989),https://www.imdb.com/title/tt0097499/?ref_=fn_all_ttl_1,Henry V.,tt0097499
191,Amadeus (1984),https://www.imdb.com/title/tt0086879/?ref_=fn_all_ttl_1,Amadeus,tt0086879
192,Raging Bull (1980),https://www.imdb.com/title/tt0081398/?ref_=fn_all_ttl_1,Wie ein wilder Stier,tt0081398
193,"Right Stuff, The (1983)",https://www.imdb.com/title/tt0086197/?ref_=fn_all_ttl_1,Der Stoff aus dem die Helden sind,tt0086197
194,"Sting, The (1973)",https://www.imdb.com/title/tt0070735/?ref_=fn_all_ttl_1,Der Clou,tt0070735
195,"Terminator, The (1984)",https://www.imdb.com/title/tt0103064/?ref_=fn_all_ttl_4,Terminator 2: Tag der Abrechnung,tt0103064
196,Dead Poets Society (1989),https://www.imdb.com/title/tt13135668/?ref_=fn_all_ttl_2,Dead Poets Society,tt13135668
197,"Graduate, The (1967)",https://www.imdb.com/title/tt0061722/?ref_=fn_all_ttl_1,Die Reifeprüfung,tt0061722
198,Nikita (La Femme Nikita) (1990),https://www.imdb.com/title/tt0118379/?ref_=fn_all_ttl_4,Nikita,tt0118379
199,"Bridge on the River Kwai, The (1957)",https://www.imdb.com/title/tt1795021/?ref_=fn_all_ttl_2,The True Story of the Bridge on the River Kwai,tt1795021
200,"Shining, The (1980)",https://www.imdb.com/title/tt16101762/?ref_=fn_all_ttl_5,The Shining,tt16101762
201,Evil Dead II (1987),https://www.imdb.com/title/tt0092991/?ref_=fn_all_ttl_1,Tanz der Teufel 2 - Jetzt wird noch mehr getanzt,tt0092991
202,Groundhog Day (1993),https://www.imdb.com/title/tt0107048/?ref_=fn_all_ttl_1,Und täglich grüßt das Murmeltier,tt0107048
203,Unforgiven (1992),https://www.imdb.com/title/tt0105695/?ref_=fn_all_ttl_1,Erbarmungslos,tt0105695
204,Back to the Future (1985),https://www.imdb.com/title/tt0088763/?ref_=fn_all_ttl_1,Zurück in die Zukunft,tt0088763
205,Patton (1970),https://www.imdb.com/title/tt34328673/?ref_=fn_all_ttl_4,Zard Patton Ka Bunn,tt34328673
206,Akira (1988),https://www.imdb.com/title/tt0094625/?ref_=fn_all_ttl_1,Akira,tt0094625
207,Cyrano de Bergerac (1990),https://www.imdb.com/title/tt10160742/?ref_=fn_all_ttl_3,National Theatre Live: Cyrano de Bergerac,tt10160742
208,Young Frankenstein (1974),https://www.imdb.com/title/tt0072431/?ref_=fn_all_ttl_1,Frankenstein Junior,tt0072431
209,This Is Spinal Tap (1984),https://www.imdb.com/title/tt0088258/?ref_=fn_all_ttl_1,Die Jungs von Spinal Tap,tt0088258
210,Indiana Jones and the Last Crusade (1989),https://www.imdb.com/title/tt0097576/?ref_=fn_all_ttl_1,Indiana Jones und der letzte Kreuzzug,tt0097576
