latitude,longitude,price
40.6411,-73.9478,2108
40.7391,-73.9936,5225
40.7963,-73.9306,1850
40.6708,-73.9406,2200
40.7337,-73.9585,3000
40.6905,-73.9668,3000
40.7928,-73.9659,5679
40.7568,-73.9982,2650
40.7812,-73.9471,1875
40.771,-73.9831,3495
40.7073,-74.0046,4999
40.5758,-73.9547,1550
40.7295,-73.9847,2299
40.6416,-73.9504,2200
40.7556,-73.9922,3300
40.7662,-73.9656,2000
40.7478,-74.0008,2675
40.7452,-73.9916,4205
40.706,-74.0088,3790
40.7492,-73.9789,3350
40.7672,-73.9895,2600
40.7704,-73.9566,2795
40.733,-73.9857,6495
40.7752,-73.9506,2595
40.7803,-73.9541,2800
40.7681,-73.9544,1825
40.7097,-74.0065,3500
40.7448,-73.9773,2190
40.7601,-73.99,2595
40.8005,-73.9657,1850
40.759,-73.9651,6900
40.7163,-74.0042,3350
40.7843,-73.9503,2795
40.6877,-73.945,2950
40.7122,-73.9082,2500
40.7754,-73.9502,7570
40.844,-73.9414,2550
40.7539,-73.9677,3700
40.7723,-73.951,3220
40.784,-73.9758,11500
40.5847,-73.9559,2100
40.7267,-73.8569,1600
40.7418,-74.0024,5895
40.7469,-73.9735,5400
40.8327,-73.945,2800
40.7863,-73.9503,3150
40.74,-74.0038,4100
40.7506,-73.8916,1500
40.7677,-73.9916,5800
40.7488,-73.9956,3000
40.7804,-73.9553,3243
40.7387,-74.0085,3525
40.7047,-74.0076,3779
40.7687,-73.9867,2300
40.7223,-73.9839,4250
40.7562,-73.9968,5500
40.7776,-73.9776,3400
40.7862,-73.9423,3675
40.7087,-74.0128,3595
40.753,-73.9958,2400
40.7425,-73.8853,1875
40.7465,-74.0029,4450
40.7575,-73.9626,2900
40.7773,-73.9476,1675
40.7548,-73.9944,4800
40.7556,-73.9668,4495
40.838,-73.9438,1800
40.7162,-74.0155,4075
40.7708,-73.9864,7297
40.7384,-74.0019,3750
40.665,-73.9877,3350
40.7795,-73.9594,10000
40.7378,-74.0084,4900
40.7225,-73.9885,1965
40.7674,-73.9151,2200
40.7264,-73.984,3195
40.7076,-74.0088,2838
40.7345,-73.9967,3300
40.763,-73.9577,1995
40.7756,-73.9829,2695
40.6428,-74.0228,2200
40.7568,-73.9982,4470
40.7709,-73.9917,3284
40.7735,-73.9509,2108
40.6604,-73.9429,2450
40.7489,-73.9765,3100
40.7797,-73.9834,7000
40.797,-73.9363,1850
40.7188,-73.987,4000
40.7081,-73.9415,2600
40.7255,-73.9843,3200
40.7788,-73.9806,2700
40.716,-73.9489,2400
40.6719,-73.9865,2900
40.7449,-73.9811,5450
40.753,-73.9958,3200
40.7647,-73.988,4395
40.7607,-73.9896,1900
40.7431,-73.98,3350
40.7513,-73.9715,4000
40.745,-73.9795,2750
40.7187,-73.9855,4895
40.6983,-73.984,2861
40.7583,-73.9642,3500
40.7652,-73.9898,3400
40.7637,-73.9847,2800
40.7567,-73.9941,2300
40.7173,-73.9537,3695
40.7176,-73.9531,4845
40.6481,-74.0164,2700
40.6729,-73.9822,3600
40.7265,-74.0011,5276
40.7768,-73.9814,5000
40.7516,-73.969,3500
40.7035,-73.9897,3750
40.8029,-73.951,3500
40.7746,-73.99,4000
40.7301,-74.0003,3590
40.7476,-73.9742,2300
40.762,-73.9636,1700
40.7419,-73.9949,3450
40.7611,-73.9989,6400
40.8271,-73.9486,3450
40.8242,-73.9526,3695
40.7391,-73.9936,4925
40.7358,-73.9859,2795
42.3033,-71.2133,3518
40.708,-74.0149,2950
40.7681,-73.9594,3350
40.777,-73.946,1725
40.7998,-73.9409,2100
40.7074,-74.0076,4595
40.7377,-73.9831,3995
40.7318,-73.9822,4900
40.8007,-73.9609,2800
40.7817,-73.9475,2125
40.7426,-73.9808,2450
40.77,-73.9526,3550
40.7172,-73.9933,3095
40.7194,-73.9893,2400
40.8441,-73.8292,1650
40.7436,-73.9727,4000
40.781,-73.9479,2825
40.7704,-73.9566,3895
40.7699,-73.9519,2000
40.7091,-74.0148,2450
40.7799,-73.9483,2750
40.7775,-73.9473,2150
40.7556,-73.9668,3100
40.7747,-73.9529,2300
40.7612,-73.9978,5400
40.7348,-73.9973,7500
40.7366,-73.9934,4200
40.7826,-73.9756,3650
40.7694,-73.9603,3795
40.6765,-73.9524,2850
40.7746,-73.99,6860
40.78,-73.949,2350
40.7351,-73.978,6175
40.7295,-73.9893,4300
40.7775,-73.9458,2695
40.8026,-73.9655,1600
40.7612,-73.9978,5900
40.7701,-73.955,4858
40.774,-73.9501,2000
40.7718,-73.9851,12000
40.7593,-73.9962,3250
40.8815,-73.9164,1950
40.7321,-74.0028,2800
40.7716,-73.9506,5600
40.7546,-73.9938,1995
40.7298,-74.0005,4000
40.7775,-73.9458,2200
40.7674,-73.9903,3605
40.7394,-73.9811,3995
40.7515,-73.9401,3399
40.7456,-73.9797,2850
40.7752,-73.952,1975
40.781,-73.9595,5250
40.7645,-73.984,3325
40.7383,-74.0019,2750
40.7494,-73.9875,2625
40.7635,-73.9848,2695
40.7634,-73.9638,4100
40.7972,-73.9486,3395
40.71,-74.0124,4795
40.7139,-73.9378,1590
40.7396,-73.9885,2675
40.8502,-73.9404,4400
40.7401,-73.9887,4300
40.8669,-73.9276,1850
40.7448,-73.9919,4195
40.7964,-73.9733,4725
40.7328,-74.0089,2500
40.6935,-73.8618,1700
40.7698,-73.9839,6195
40.7231,-73.9938,3595
40.761,-73.999,2300
40.779,-73.9536,3200
40.7392,-73.9874,4090
40.72,-73.9836,6495
40.7398,-73.9811,3850
40.7198,-73.9891,3795
40.7483,-73.9765,5400
40.7695,-73.9603,6750
40.7613,-73.9998,3290
40.7439,-73.9743,3000
40.7536,-73.9739,2900
40.7304,-74.0005,2800
40.7391,-74.0016,4395
40.8015,-73.9668,3600
40.7747,-73.9823,10500
40.7394,-73.9802,3150
40.7695,-73.9603,3650
40.6715,-73.9262,1900
40.7386,-73.9819,2695
40.7383,-73.9846,2495
40.6825,-73.9287,2700
40.7293,-73.9888,3200
40.7919,-73.9659,2950
40.7348,-73.9865,3440
40.7682,-73.9545,2100
40.7984,-73.9683,1800
40.7749,-73.9782,2875
40.8267,-73.9392,2695
40.7272,-73.9916,4695
40.7481,-73.9745,3937
40.7074,-74.007,3505
40.7056,-74.0162,2550
40.7091,-74.0182,3650
40.7699,-73.9565,3100
40.7276,-73.8536,2150
40.6951,-73.9684,1500
40.8031,-73.9653,5500
40.7613,-73.9998,3990
40.7595,-73.9923,1650
40.8476,-73.9372,2000
40.8032,-73.9569,2500
40.7575,-73.9625,3200
40.7098,-74.0091,2165
40.7454,-73.9241,2300
40.8433,-73.9392,2500
40.7793,-73.9492,3600
40.7667,-73.959,1990
40.818,-73.9409,1495
40.79,-73.9416,2295
40.7656,-73.9905,3875
40.7638,-73.9941,3200
40.7247,-73.9935,3195
40.7253,-73.9793,3090
40.7187,-73.9855,4895
40.7328,-74.0089,3000
40.7166,-74.0162,3995
40.7067,-74.018,2525
40.7218,-73.9979,3200
40.7186,-73.9826,2600
40.7729,-73.9504,2100
40.7439,-73.9979,2450
40.7677,-73.9916,3440
40.7311,-73.9875,3495
40.7481,-73.9564,4200
40.7724,-73.9544,1900
40.8417,-73.9359,2195
40.7482,-73.9759,2150
40.7252,-73.9942,3450
40.7608,-73.9861,4400
40.729,-73.8616,1650
40.761,-73.999,4200
40.7315,-73.9865,6600
40.8217,-73.9486,1900
40.7444,-73.9803,3600
40.8021,-73.9392,2995
40.7461,-73.9757,2400
40.7436,-73.9727,3206
40.7306,-74.0022,4195
40.8404,-73.9376,1600
40.7743,-73.9875,3400
40.8217,-73.9486,1900
40.7556,-73.9922,5475
40.8127,-73.936,1850
40.7866,-73.9731,3800
40.742,-73.9945,6000
40.6513,-73.9632,2600
40.7419,-73.9949,4610
40.7645,-73.984,4095
40.6759,-73.951,2399
40.735,-73.9812,4000
40.777,-73.946,1710
40.7652,-73.9897,4295
40.7603,-73.9934,3200
40.7491,-73.9789,2450
40.7778,-73.9481,3125
40.7779,-73.9781,2750
40.7696,-73.9567,2800
40.7766,-73.9452,2209
40.7721,-73.9861,3690
40.7282,-73.9826,2890
40.7448,-73.9909,6000
40.8479,-73.942,2650
40.7459,-73.9572,2475
40.6728,-73.9606,2500
40.7264,-73.9836,4895
40.7082,-74.0141,2769
40.6933,-73.9255,3395
40.7855,-73.977,3200
40.7601,-73.99,1995
40.7744,-73.9789,4900
40.7297,-73.9809,7899
40.7739,-73.9528,9170
40.8649,-73.9219,2450
40.7378,-73.9877,5695
40.7198,-73.9964,3500
40.7807,-73.9471,2195
40.7916,-73.9402,1825
40.7928,-73.9659,6000
40.7437,-73.9585,3287
40.69,-73.9556,2200
40.7334,-74.0047,3350
40.7091,-74.0122,3300
40.7164,-73.8439,3995
40.7069,-74.0157,2500
40.6434,-73.9509,1500
40.8216,-73.9552,1750
40.7745,-73.9897,7895
40.7655,-73.9817,2500
40.7298,-73.9828,6995
40.7448,-73.9253,2050
40.7539,-73.9677,3500
40.7056,-74.0162,2750
40.7645,-73.984,3270
40.7378,-73.9877,5600
40.7546,-73.9938,1896
40.7562,-73.9968,3795
40.7487,-73.9901,4395
40.729,-73.9769,5193
40.7656,-73.9886,2900
40.739,-73.9889,3100
40.7447,-73.9741,4600
40.7438,-73.9743,3360
40.7351,-73.978,5985
40.7032,-73.9914,5080
40.6203,-74.0262,2000
40.7538,-73.974,2900
40.7084,-74.0057,3295
40.7846,-73.9489,4015
40.7838,-73.9535,2450
40.7494,-73.9875,3750
40.7179,-74.0148,3720
40.7601,-73.9901,2095
40.7043,-74.0113,2550
40.71,-74.0145,2450
40.7413,-73.9779,6000
40.7382,-73.9843,8000
40.7067,-74.018,3150
40.7234,-73.9945,3695
40.6987,-73.9939,2200
40.7699,-73.9484,2575
40.7704,-73.9566,3695
40.781,-73.9488,2700
40.7743,-73.9789,4100
40.7554,-73.9692,4275
40.7165,-73.9517,4900
40.776,-73.9556,7000
40.7447,-73.9782,3400
40.7716,-73.9506,5600
40.7294,-73.9867,4600
40.7622,-73.9495,2450
40.8572,-73.9326,1850
40.6969,-73.983,2230
40.7436,-73.9727,6600
40.7797,-73.9827,11000
40.6876,-73.9566,2200
40.7666,-73.9578,2000
40.7084,-74.0057,5595
40.7472,-73.956,2570
40.7366,-74.0013,3625
40.8667,-73.9231,2275
40.7874,-73.942,3600
40.7176,-73.9531,3031
40.7299,-73.9819,3595
40.7424,-73.9999,4975
40.8449,-73.9391,1900
40.7568,-73.9982,2500
40.7645,-73.984,3500
40.6877,-73.945,2950
40.7698,-73.9512,4212
40.7064,-74.0155,5895
40.7633,-73.995,1900
40.7182,-74.0148,3923
40.7239,-74.0042,3295
40.7023,-73.9895,2665
40.7269,-73.9849,4650
40.7681,-73.9858,3995
40.7487,-73.9425,2965
40.7556,-73.9922,3995
40.7556,-73.9922,3490
40.7469,-73.9802,2795
40.7645,-73.984,3295
40.7346,-74.0043,3395
40.7513,-73.9862,3300
40.7628,-73.9895,2395
40.7529,-73.9857,4860
40.7297,-73.9753,7929
40.7477,-74.0009,2699
40.7708,-73.9864,4700
40.73,-73.9804,2795
40.7617,-73.9626,2595
40.7807,-73.9539,2895
40.7856,-73.9794,3100
40.7918,-73.9677,4436
40.7173,-73.9537,5075
40.7467,-73.9778,2695
40.8404,-73.9375,1600
40.7604,-73.987,3995
40.731,-73.9814,5124
40.7704,-73.948,2225
40.7225,-73.9885,2495
40.7766,-73.9452,2649
40.7792,-73.9514,2749
40.7437,-73.9815,3400
40.7705,-73.9485,1800
40.7354,-74.0054,3695
40.7802,-73.9517,2500
40.7285,-73.9805,3000
40.7434,-73.9746,3650
40.7965,-73.9619,2395
40.7951,-73.9676,2700
40.7073,-74.0046,3295
40.6927,-73.986,2625
40.7177,-73.9979,4995
40.8289,-73.9497,2500
40.7637,-73.9847,3000
40.7512,-74.0026,3635
40.7923,-73.9724,4200
40.7498,-73.9884,3600
40.7885,-73.9749,2300
40.7594,-73.9712,3675
40.7695,-73.9603,3500
40.7815,-73.948,4100
40.8687,-73.9217,1550
40.7568,-73.9982,2300
40.7508,-74.0019,5650
40.7845,-73.9503,3200
40.7445,-73.9949,4399
40.7806,-73.9489,2800
40.7658,-73.9781,3975
40.7413,-73.9779,4400
40.7069,-74.0103,4237
40.7304,-74.0005,2800
40.7709,-73.9496,2395
40.7349,-73.9863,2800
40.7568,-73.9982,5100
40.7155,-73.941,3800
40.7466,-73.9779,2700
40.7056,-74.0162,3167
40.7645,-73.984,3500
40.7171,-74.0047,4200
40.7579,-73.9653,7329
40.7863,-73.9503,3150
40.7708,-73.9818,3695
40.747,-73.9847,2700
40.7388,-73.97710000000001,2499
40.7494,-73.9875,3050
40.7413,-73.9779,6250
40.799,-73.9639,2750
40.7446,-73.974,3295
40.7297,-73.9794,2995
40.7351,-73.9834,5725
40.7486,-73.9903,7850
40.7564,-73.9631,6200
40.7193,-73.9865,2350
40.7678,-73.9915,3400
40.8242,-73.9526,3695
40.7093,-73.8293,2176
40.7633,-73.9849,4000
40.7097,-74.0093,3595
40.7639,-73.989,4025
40.7584,-73.9653,7500
40.7045,-74.0089,3762
40.7451,-73.9239,2150
40.7273,-73.9831,2595
40.7514,-73.9862,3157
40.7372,-73.9981,2525
40.7067,-74.0072,2560
40.675,-73.955,2050
40.7701,-73.955,3665
40.7032,-73.9914,4314
40.726,-73.9686,2550
40.7399,-74.0036,2300
40.7593,-73.9959,3100
40.7714,-73.9929,2580
40.7123,-74.0091,9095
40.7593,-73.9962,3164
40.7322,-73.858,1500
40.7429,-73.995,3500
40.7541,-73.9663,3300
40.7373,-73.9541,3058
40.7444,-73.9806,3500
40.7073,-74.0175,3080
40.7657,-73.9572,2050
40.7802,-73.9444,4495
40.7579,-73.9092,2700
40.7568,-73.9982,3950
40.7476,-73.9742,2700
40.7287,-73.9838,4995
40.7999,-73.961,2500
40.7444,-73.9774,2750
40.7264,-74.0013,4190
40.8198,-73.9578,3200
40.6891,-73.9675,2715
40.7334,-74.0047,5200
40.759,-73.965,3800
40.7284,-73.9831,2200
40.7595,-73.9712,3500
40.7324,-73.9875,4995
40.7692,-73.9258,2646
40.8034,-73.9662,3350
40.6624,-73.9832,2995
40.7832,-73.9482,2550
40.7645,-73.9889,2750
40.7676,-73.9813,8850
40.7281,-73.9812,3300
40.7296,-73.9999,2650
40.7363,-73.9794,4200
40.7906,-73.9785,2800
40.7748,-73.9551,1975
40.7091,-74.0182,5695
40.7688,-73.9548,2500
40.7802,-73.9517,2100
40.7556,-73.9922,3095
40.6297,-73.9257,1675
40.7803,-73.976,3690
40.8374,-73.9437,3400
40.773,-73.9509,2100
40.6883,-73.9609,4695
40.7744,-73.953,2075
40.7775,-73.9784,2075
40.7803,-73.976,3600
40.763,-73.9903,2395
40.7651,-73.9874,2595
40.7156,-74.0059,3360
40.7716,-73.9812,5795
40.7197,-73.996,1800
40.7308,-74.0049,3650
40.7087,-74.0134,5450
40.7084,-74.0066,2585
40.6772,-73.9831,2200
40.7439,-73.9743,3290
40.7467,-73.9852,4725
40.7783,-73.9837,3540
40.7203,-73.9888,2925
40.7924,-73.9741,2750
40.7301,-73.9942,3800
40.78,-73.9475,2150
40.5845,-73.9325,1675
40.7054,-74.0095,3295
40.6896,-73.98,2375
40.7496,-73.94,2250
40.7756,-73.9846,3500
40.7073,-74.0046,5100
40.743,-73.9805,3200
40.7817,-73.9476,3750
40.7426,-73.979,3250
40.7067,-74.0072,2600
40.8003,-73.9618,1900
40.7429,-74.0028,8000
40.7514,-73.9864,3150
40.7593,-73.9962,5000
40.7806,-73.979,4350
40.6939,-73.9919,7070
40.6834,-73.9815,3700
40.8326,-73.9415,1550
40.773,-73.9478,3495
40.7735,-73.9509,2800
40.7231,-74.0044,2795
40.7339,-73.9765,4921
40.7067,-74.0072,3275
40.7751,-73.9886,4300
40.7483,-73.9747,7000
40.7471,-73.9723,5000
40.7933,-73.9675,5020
40.7708,-73.9556,2291
40.7892,-73.9705,4400
40.7763,-73.9518,3050
40.8015,-73.9668,3600
40.7548,-73.9944,4800
40.7489,-73.9765,3450
40.7297,-73.9999,2195
40.7762,-73.976,2075
40.8234,-73.9457,1900
40.7247,-73.9836,2100
40.6858,-73.9256,3800
40.7606,-73.9951,2595
40.742,-73.9807,4450
40.7393,-73.9817,2500
40.7777,-73.9462,3100
40.7838,-73.9534,3850
40.7012,-73.9104,2595
40.7469,-73.9735,5600
40.7218,-73.8426,1800
40.6865,-73.9134,1900
40.7609,-73.9618,2700
40.6764,-73.9808,3800
40.7074,-74.0069,2700
40.7559,-73.9928,3637
40.8175,-73.9408,1695
40.7612,-73.9623,2599
40.7223,-73.9883,3525
40.7501,-73.9976,2300
40.7604,-73.987,2995
40.7752,-73.9506,2700
40.7466,-73.9779,4200
40.7691,-73.9857,6000
40.7653,-73.9879,3000
40.7114,-74.0078,3175
40.7269,-73.9787,5300
40.771,-73.9505,2495
40.7562,-73.9968,3795
40.7405,-74.0007,2199
40.7182,-73.9639,2740
40.7247,-73.9935,6295
40.8014,-73.9663,4600
40.7708,-73.9556,2500
40.7239,-73.9841,6000
40.6363,-74.0257,2000
40.7492,-74.0311,2620
40.7692,-73.9617,8000
40.7709,-73.913,2400
40.7555,-73.9666,5000
40.7047,-74.0076,2595
40.7122,-74.0091,5795
40.7461,-73.9757,3400
40.8006,-73.9691,4000
40.7047,-74.0076,2723
40.7817,-73.9475,2125
40.7716,-73.9544,4675
40.8163,-73.9416,1650
40.7067,-74.0072,2950
40.6279,-74.0241,1650
40.7075,-74.0059,2495
40.7844,-73.9497,4000
40.7645,-73.984,2765
40.7395,-74.0035,5495
40.7348,-73.9865,4900
40.7518,-73.9944,3175
40.77,-73.9513,3095
40.7436,-73.9727,6450
40.7761,-73.9542,2495
40.7341,-73.9896,3500
40.7258,-73.9798,3450
40.7845,-73.9503,3500
40.708,-74.0149,3150
40.728,-73.9832,2600
40.7342,-73.9902,6130
40.8127,-73.9409,2150
40.7959,-73.9742,3550
40.7233,-73.9946,3495
40.7552,-73.9676,3500
40.726,-73.9901,5958
40.8198,-73.9578,2500
40.6767,-73.9225,1900
40.7856,-73.9794,4650
40.773,-73.9558,2350
40.7827,-73.9461,2000
40.7586,-73.9838,3600
40.7661,-73.9918,5103
40.7459,-73.9564,3500
40.7084,-74.0057,3395
40.7111,-74.0055,3195
40.7583,-73.9627,1900
40.7297,-73.986,3895
40.7618,-73.9497,1900
40.7826,-73.9509,12750
40.7675,-73.9607,3600
40.8689,-73.9225,1850
40.7435,-73.9815,2200
40.716,-74.0148,4800
40.7293,-73.9852,2450
40.6715,-73.9445,2800
40.7275,-74.0035,2800
40.7512,-74.0026,3850
40.7657,-73.9623,3795
40.7535,-73.9648,2700
40.7074,-74.0069,2720
40.7062,-74.0158,2650
40.7341,-73.9896,4800
40.705,-73.9086,3600
40.7866,-73.9423,3695
40.7789,-73.9831,1950
40.7446,-73.974,3395
40.756,-73.9687,2800
40.7348,-73.9865,2700
40.7568,-73.9982,5570
40.7976,-73.968,2250
40.7443,-73.9805,3825
40.6455,-73.961,2800
40.7522,-73.9702,2680
40.5937,-73.9733,1850
40.7548,-73.9944,5195
40.7874,-73.9758,2590
40.7348,-73.9865,7200
40.7407,-73.9822,3483
40.7083,-74.0149,2550
40.7046,-74.0089,3221
40.7045,-74.0089,3162
40.78,-73.949,2400
40.7187,-73.9855,5995
40.7313,-74.0068,3295
40.7636,-73.9879,2600
40.7302,-73.9826,6000
40.7468,-73.9903,5595
40.7466,-73.9779,2200
40.7073,-73.9664,2850
40.8157,-73.9368,2450
40.7275,-74.0035,2800
40.753,-74.0037,4250
40.7834,-73.9833,2350
40.7457,-73.9797,5495
40.7081,-74.0065,4250
40.7404,-73.9795,5115
40.6882,-73.9606,4395
40.7443,-73.9912,7850
40.7319,-73.9832,7794
40.7276,-73.9811,3899
40.76,-73.9938,1950
40.7649,-73.9937,2200
40.8699,-73.9172,2200
40.7291,-73.9895,3450
40.7595,-73.9712,5400
40.7567,-73.998,5000
40.7476,-73.9732,6110
40.7175,-73.9783,2500
40.7539,-73.9677,3600
40.719,-73.9965,2000
40.7704,-73.9557,2250
40.8441,-73.9406,2750
40.7284,-73.9831,2150
40.7476,-73.9732,3870
40.7796,-73.9774,2595
40.7673,-73.9842,3000
40.7063,-74.0112,2595
40.7279,-73.981,2500
40.7852,-73.9777,2750
40.7487,-73.9901,5770
40.7473,-73.9775,2525
40.6881,-73.9794,3000
40.721,-73.9807,4250
40.7301,-73.9927,3150
40.7803,-73.976,3675
40.753,-73.9695,5195
40.7391,-73.9963,1990
40.772,-73.9545,2490
40.7911,-73.9737,2200
40.7813,-73.9486,2875
40.7298,-73.9868,2750
40.7463,-73.9773,2550
40.7571,-73.9934,2000
40.7601,-73.9901,3390
40.7647,-73.9606,1875
40.7701,-73.9484,2650
40.761,-73.999,3450
40.7462,-73.9757,3465
40.7804,-73.9794,8500
40.7073,-74.0046,2900
40.7805,-73.9464,5650
40.7609,-73.986,4000
40.7845,-73.9503,2800
40.7075,-74.0123,3850
40.7384,-73.9944,2995
40.7672,-73.9572,2825
40.7488,-73.977,3100
40.7306,-73.9866,4200
40.7998,-73.9595,7000
40.7182,-73.9485,4400
40.7803,-73.9491,2100
40.7538,-73.974,2975
40.6706,-73.992,3000
40.7824,-73.984,2200
40.7928,-73.9737,4550
40.7437,-73.9585,3000
40.7691,-73.9857,5725
40.7805,-73.9464,3400
40.776,-73.9556,4800
40.7635,-73.9848,2995
40.7749,-73.9782,2875
40.7609,-73.986,3933
40.7097,-74.0118,4095
40.776,-73.9556,7000
40.7703,-73.9519,3100
40.6602,-73.99,1975
40.727,-73.9892,4995
40.7062,-74.0099,4800
40.7221,-73.9806,3200
40.7295,-73.9818,2800
40.7424,-73.9999,4950
